SeasonType,Season,Team,PointsAllowed,TouchdownsScored,Sacks,SackYards,FumblesForced,FumblesRecovered,FumbleReturnTouchdowns,Interceptions,InterceptionReturnTouchdowns,BlockedKicks,Safeties,PuntReturnTouchdowns,KickReturnTouchdowns,BlockedKickReturnTouchdowns,FieldGoalReturnTouchdowns,Games,QuarterbackHits,TacklesForLoss,DefensiveTouchdowns,SpecialTeamsTouchdowns,FantasyPoints,PointsAllowedByDefenseSpecialTeams,AuctionValue,AuctionValuePPR,TwoPointConversionReturns,FantasyPointsFanDuel,FantasyPointsDraftKings,PlayerID,AverageDraftPosition,AverageDraftPositionPPR,TeamID,AverageDraftPositionDynasty,AverageDraftPosition2QB
1,2022,GB,371.0,3.0,34.0,204.0,12.0,7.0,0.0,17.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,17,87.0,68.0,2.0,1,115.0,363.0,,,0.0,119.0,119.0,12,,,12,,
1,2022,HOU,420.0,1.0,39.0,217.0,14.0,12.0,0.0,16.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,17,80.0,95.0,1.0,0,112.0,378.0,,,0.0,112.0,112.0,13,,,13,,
1,2022,IND,427.0,3.0,44.0,267.0,14.0,14.0,0.0,10.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,17,90.0,91.0,2.0,1,116.0,397.0,,,0.0,120.0,120.0,14,,,14,,
1,2022,JAX,350.0,4.0,35.0,203.0,17.0,13.0,2.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,17,113.0,80.0,4.0,0,139.0,350.0,,,0.0,139.0,139.0,52,,,15,,
1,2022,KC,369.0,2.0,55.0,388.0,12.0,9.0,0.0,11.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,17,118.0,85.0,2.0,0,121.0,369.0,,,0.0,121.0,121.0,55,,,16,,
1,2022,LAC,384.0,1.0,40.0,287.0,15.0,10.0,0.0,14.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,17,76.0,76.0,1.0,0,101.0,378.0,,,0.0,103.0,103.0,84,,,29,,
1,2022,LAR,384.0,1.0,38.0,250.0,10.0,6.0,0.0,16.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,17,80.0,68.0,1.0,0,102.0,364.0,,,0.0,106.0,106.0,32,,,32,,
1,2022,LV,418.0,3.0,27.0,192.0,10.0,7.0,2.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,17,79.0,63.0,3.0,0,73.0,400.0,,,0.0,77.0,77.0,83,,,25,,
1,2022,MIA,399.0,3.0,40.0,290.0,13.0,6.0,2.0,8.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,17,102.0,75.0,2.0,1,97.0,383.0,,,0.0,101.0,101.0,64,,,19,,
1,2022,MIN,427.0,2.0,38.0,241.0,11.0,10.0,1.0,15.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,17,88.0,81.0,1.0,1,99.0,415.0,,,0.0,105.0,105.0,67,,,20,,
1,2022,NE,347.0,8.0,54.0,348.0,13.0,12.0,2.0,19.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,17,93.0,72.0,7.0,1,186.0,335.0,,,0.0,188.0,188.0,21,,,21,,
1,2022,NO,345.0,1.0,48.0,279.0,12.0,7.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,17,87.0,77.0,1.0,0,110.0,321.0,,,0.0,112.0,112.0,69,,,22,,
1,2022,NYG,371.0,2.0,41.0,271.0,20.0,14.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,17,106.0,73.0,2.0,0,106.0,369.0,,,0.0,108.0,108.0,75,,,23,,
1,2022,NYJ,316.0,1.0,45.0,306.0,11.0,5.0,0.0,12.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,17,128.0,81.0,0.0,1,114.0,314.0,,,0.0,120.0,120.0,82,,,24,,
1,2022,PHI,344.0,2.0,70.0,491.0,15.0,10.0,0.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,17,124.0,97.0,2.0,0,154.0,324.0,,,0.0,154.0,154.0,26,,,26,,
1,2022,PIT,346.0,1.0,40.0,287.0,9.0,4.0,0.0,20.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,17,83.0,68.0,1.0,0,103.0,340.0,,,0.0,107.0,107.0,28,,,28,,
1,2022,SEA,401.0,2.0,45.0,296.0,17.0,11.0,0.0,14.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,17,98.0,75.0,1.0,1,115.0,387.0,,,0.0,117.0,117.0,90,,,30,,
1,2022,SF,277.0,3.0,44.0,307.0,16.0,10.0,1.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,17,121.0,77.0,3.0,0,161.0,267.0,,,0.0,161.0,161.0,93,,,31,,
1,2022,TB,358.0,1.0,45.0,331.0,12.0,10.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,17,104.0,89.0,1.0,0,102.0,358.0,,,0.0,104.0,104.0,95,,,33,,
1,2022,TEN,359.0,1.0,39.0,264.0,11.0,7.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17,104.0,76.0,1.0,0,97.0,347.0,,,1.0,97.0,97.0,34,,,34,,
1,2022,WAS,343.0,3.0,43.0,279.0,8.0,9.0,1.0,9.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,17,108.0,89.0,3.0,0,118.0,329.0,,,0.0,118.0,118.0,97,,,35,,
