SeasonType,Season,Team,PointsAllowed,TouchdownsScored,Sacks,SackYards,FumblesForced,FumblesRecovered,FumbleReturnTouchdowns,Interceptions,InterceptionReturnTouchdowns,BlockedKicks,Safeties,PuntReturnTouchdowns,KickReturnTouchdowns,BlockedKickReturnTouchdowns,FieldGoalReturnTouchdowns,Games,QuarterbackHits,TacklesForLoss,DefensiveTouchdowns,SpecialTeamsTouchdowns,FantasyPoints,PointsAllowedByDefenseSpecialTeams,AuctionValue,AuctionValuePPR,TwoPointConversionReturns,FantasyPointsFanDuel,FantasyPointsDraftKings,PlayerID,AverageDraftPosition,AverageDraftPositionPPR,TeamID,AverageDraftPositionDynasty,AverageDraftPosition2QB
1,2022,LV,439.0,2.0,37.4,207.0,13.0,10.9,0.9,11.7,1.1,0.0,1.0,0.0,0.0,0.0,0.0,17,113.0,65.0,2.0,0,96.0,421.0,0,0,0.0,96.0,96.0,83,143.6,190.0,25,,
1,2022,ARI,366.0,2.2,39.5,227.0,21.0,12.9,1.0,12.7,1.2,0.0,0.0,0.0,0.0,0.0,0.0,17,100.0,76.0,2.2,0,104.0,356.0,0,0,0.0,104.0,104.0,1,144.6,165.6,1,154.0,
1,2022,LAC,459.0,3.5,42.2,231.0,19.0,13.2,1.1,13.5,1.4,0.0,0.0,0.57,0.57,0.0,0.0,17,88.0,65.0,2.5,1,116.0,441.0,1,1,0.0,116.0,116.0,84,145.2,145.7,29,166.0,147.0
1,2022,DAL,358.0,6.0,40.9,297.0,13.0,13.8,1.2,15.0,1.8,4.0,0.0,1.45,1.45,0.0,0.0,17,114.0,72.0,3.0,3,135.0,340.0,1,1,0.0,143.0,143.0,48,147.0,161.0,9,163.2,149.8
1,2022,NYJ,504.0,2.8,35.3,273.0,13.0,10.9,0.9,11.5,0.9,0.0,0.0,0.45,0.45,0.0,0.0,17,88.0,71.0,1.8,1,96.0,498.0,0,0,0.0,96.0,96.0,82,147.2,130.8,24,,
1,2022,TEN,354.0,2.1,40.3,316.0,13.0,11.1,0.7,13.4,1.4,0.0,0.0,0.0,0.0,0.0,0.0,17,93.0,69.0,2.1,0,101.0,354.0,0,0,0.0,101.0,101.0,34,147.4,164.6,34,,
1,2022,GB,371.0,2.3,42.4,297.0,10.0,12.8,1.0,15.4,1.3,1.0,0.0,0.0,0.0,0.0,0.0,17,93.0,51.0,2.3,0,113.0,371.0,1,1,0.0,115.0,115.0,12,151.8,143.8,12,160.1,151.2
1,2022,DEN,322.0,2.2,41.0,249.0,6.0,12.2,1.0,14.0,1.2,3.0,0.0,0.0,0.0,0.0,0.0,17,82.0,65.0,2.2,0,106.0,304.0,1,0,0.0,112.0,112.0,49,152.7,161.5,10,158.4,166.4
1,2022,NE,303.0,2.5,40.3,256.0,11.0,13.2,1.0,14.6,1.5,0.0,0.0,0.0,0.0,0.0,0.0,17,86.0,60.0,2.5,0,110.0,279.0,1,0,0.0,110.0,110.0,21,154.7,164.6,21,169.5,163.8
1,2022,KC,364.0,2.3,38.4,209.0,18.0,13.8,0.8,13.8,1.5,1.0,0.0,0.0,0.0,0.0,0.0,17,91.0,55.0,2.3,0,108.0,358.0,1,0,0.0,110.0,110.0,55,155.1,151.3,16,,
1,2022,CIN,376.0,2.2,41.1,276.0,17.0,12.0,1.0,13.6,1.2,0.0,0.0,0.0,0.0,0.0,0.0,17,99.0,80.0,2.2,0,105.0,358.0,0,0,0.0,105.0,105.0,7,155.5,165.2,7,173.0,
1,2022,PHI,385.0,2.4,40.4,220.0,13.0,12.3,1.0,13.4,1.4,2.0,0.0,0.0,0.0,0.0,0.0,17,83.0,70.0,2.4,0,106.0,377.0,1,0,0.0,110.0,110.0,26,156.3,160.7,26,155.0,151.4
1,2022,MIA,373.0,3.5,42.3,380.0,14.0,13.4,1.1,13.7,1.4,1.0,0.0,0.53,0.53,0.0,0.0,17,128.0,73.0,2.5,1,117.0,365.0,1,1,0.0,119.0,119.0,64,156.9,158.9,19,,152.9
1,2022,NO,335.0,2.6,44.1,310.0,13.0,12.7,1.3,14.2,1.3,2.0,0.0,0.0,0.0,0.0,0.0,17,113.0,88.0,2.6,0,113.0,317.0,1,1,0.0,117.0,117.0,69,156.9,156.8,22,167.8,149.5
1,2022,MIN,426.0,4.4,42.3,378.0,13.0,11.9,1.1,13.5,1.3,1.0,0.0,0.86,0.86,0.0,0.0,17,99.0,61.0,2.4,2,118.0,426.0,1,1,0.0,120.0,120.0,67,157.7,156.7,20,,
1,2022,WAS,434.0,3.4,40.2,187.0,9.0,12.1,1.1,12.7,1.3,1.0,0.0,0.4,0.4,0.0,0.0,17,104.0,59.0,2.4,1,108.0,420.0,0,0,0.0,110.0,110.0,97,159.6,160.5,35,,150.8
1,2022,CLE,371.0,2.3,42.6,273.0,12.0,12.2,1.0,13.6,1.3,0.0,0.0,0.0,0.0,0.0,0.0,17,101.0,76.0,2.3,0,108.0,365.0,0,0,0.0,108.0,108.0,8,160.0,169.5,8,170.9,166.7
1,2022,BAL,392.0,2.4,38.1,244.0,8.0,12.3,1.0,14.5,1.4,1.0,0.0,0.0,0.0,0.0,0.0,17,96.0,76.0,2.4,0,106.0,374.0,1,1,0.0,108.0,108.0,36,163.9,158.5,3,,156.0
1,2022,CHI,407.0,3.4,38.8,366.0,14.0,11.4,1.1,11.5,1.3,0.0,1.0,0.57,0.57,0.0,0.0,17,83.0,77.0,2.4,1,108.0,395.0,0,0,0.0,108.0,108.0,38,172.0,159.4,6,,
1,2022,NYG,416.0,2.1,37.2,205.0,12.0,11.0,0.9,11.9,1.2,0.0,1.0,0.0,0.0,0.0,0.0,17,79.0,53.0,2.1,0,97.0,396.0,0,0,0.0,97.0,97.0,75,173.0,180.0,23,,
1,2022,JAX,457.0,3.9,38.4,236.0,9.0,9.5,1.0,11.4,0.9,0.0,0.0,1.02,1.02,0.0,0.0,17,83.0,63.0,1.9,2,103.0,445.0,0,0,0.0,103.0,103.0,52,185.0,192.0,15,,
1,2022,HOU,452.0,2.9,34.3,225.0,16.0,10.5,0.7,11.4,1.2,0.0,1.0,0.5,0.5,0.0,0.0,17,71.0,81.0,1.9,1,97.0,452.0,0,0,0.0,97.0,97.0,13,186.0,193.0,13,,
