SeasonType,Season,Team,PointsAllowed,TouchdownsScored,Sacks,SackYards,FumblesForced,FumblesRecovered,FumbleReturnTouchdowns,Interceptions,InterceptionReturnTouchdowns,BlockedKicks,Safeties,PuntReturnTouchdowns,KickReturnTouchdowns,BlockedKickReturnTouchdowns,FieldGoalReturnTouchdowns,Games,QuarterbackHits,TacklesForLoss,DefensiveTouchdowns,SpecialTeamsTouchdowns,FantasyPoints,PointsAllowedByDefenseSpecialTeams,AuctionValue,AuctionValuePPR,TwoPointConversionReturns,FantasyPointsFanDuel,FantasyPointsDraftKings,PlayerID,AverageDraftPosition,AverageDraftPositionPPR,TeamID,AverageDraftPositionDynasty,AverageDraftPosition2QB
1,2023,HOU,353.0,3.0,46.0,355.0,15.0,10.0,1.0,14.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,17,112.0,105.0,1.0,2,129.0,345.0,,,0.0,131.0,131.0,13,,,13,,
1,2023,IND,415.0,5.0,51.0,315.0,17.0,9.0,1.0,15.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,17,108.0,94.0,4.0,1,138.0,405.0,,,0.0,142.0,142.0,14,,,14,,
1,2023,JAX,371.0,2.0,40.0,279.0,12.0,11.0,0.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,17,107.0,73.0,2.0,0,120.0,365.0,,,0.0,120.0,120.0,52,,,15,,
1,2023,KC,294.0,2.0,57.0,351.0,15.0,9.0,2.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17,125.0,87.0,2.0,0,132.0,274.0,,,0.0,134.0,134.0,55,,,16,,
1,2023,LAC,398.0,1.0,48.0,334.0,15.0,12.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17,88.0,82.0,0.0,1,112.0,380.0,,,0.0,112.0,112.0,84,,,29,,
1,2023,LAR,377.0,0.0,41.0,267.0,8.0,5.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,17,91.0,75.0,0.0,0,83.0,369.0,,,1.0,83.0,83.0,32,,,32,,
1,2023,LV,331.0,5.0,46.0,290.0,14.0,10.0,2.0,13.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,17,89.0,82.0,5.0,0,146.0,325.0,,,0.0,146.0,146.0,83,,,25,,
1,2023,MIA,391.0,4.0,56.0,371.0,15.0,12.0,0.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,17,140.0,79.0,4.0,0,152.0,367.0,,,0.0,152.0,152.0,64,,,19,,
1,2023,MIN,362.0,2.0,43.0,302.0,22.0,11.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,91.0,70.0,2.0,0,125.0,354.0,,,1.0,125.0,125.0,67,,,20,,
1,2023,NE,366.0,2.0,36.0,248.0,15.0,7.0,1.0,10.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,17,78.0,80.0,1.0,1,106.0,334.0,,,0.0,108.0,108.0,21,,,21,,
1,2023,NO,327.0,3.0,34.0,244.0,8.0,11.0,1.0,18.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,17,76.0,70.0,2.0,1,143.0,315.0,,,0.0,145.0,145.0,69,,,22,,
1,2023,NYG,407.0,4.0,34.0,259.0,19.0,13.0,0.0,18.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,17,83.0,76.0,3.0,1,129.0,395.0,,,0.0,131.0,131.0,75,,,23,,
1,2023,NYJ,355.0,4.0,48.0,321.0,14.0,10.0,1.0,17.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,17,107.0,99.0,3.0,1,155.0,341.0,,,0.0,157.0,157.0,82,,,24,,
1,2023,PHI,428.0,3.0,43.0,255.0,16.0,8.0,1.0,9.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,17,106.0,73.0,3.0,0,98.0,416.0,,,0.0,100.0,100.0,26,,,26,,
1,2023,PIT,324.0,2.0,47.0,304.0,19.0,11.0,1.0,16.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,17,107.0,83.0,2.0,0,137.0,324.0,,,0.0,141.0,141.0,28,,,28,,
1,2023,SEA,402.0,3.0,47.0,298.0,13.0,8.0,0.0,11.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,17,97.0,99.0,3.0,0,107.0,402.0,,,0.0,109.0,109.0,90,,,30,,
1,2023,SF,298.0,1.0,48.0,307.0,10.0,6.0,0.0,22.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,17,122.0,80.0,1.0,0,141.0,292.0,,,0.0,141.0,141.0,93,,,31,,
1,2023,TB,325.0,1.0,48.0,336.0,18.0,12.0,0.0,13.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,17,84.0,91.0,1.0,0,133.0,323.0,,,0.0,133.0,133.0,95,,,33,,
1,2023,TEN,367.0,1.0,45.0,315.0,12.0,8.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,17,84.0,90.0,1.0,0,97.0,355.0,,,1.0,99.0,99.0,34,,,34,,
1,2023,WAS,518.0,0.0,39.0,170.0,9.0,10.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17,84.0,86.0,0.0,0,57.0,486.0,,,0.0,59.0,59.0,97,,,35,,
