PlayerID,Team,Number,FirstName,LastName,Position,Status,Height,Weight,BirthDate,College,Experience,FantasyPosition,PositionCategory,PhotoUrl,ByeWeek,AverageDraftPosition,CollegeDraftTeam,CollegeDraftYear,CollegeDraftRound,CollegeDraftPick,IsUndraftedFreeAgent,FanDuelPlayerID,DraftKingsPlayerID,InjuryStatus,FanDuelName,DraftKingsName,TeamID
25097,LAC,15,Ladd,McConkey,WR,Active,"6'0""",185,2001-11-11T00:00:00,Georgia,2,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,12,24.0,LAC,2024,2,34,False,133472,1218643,,Ladd McConkey,Ladd McConkey,29
25280,ATL,98,Ruke,Orhorhoro,DT,Active,"6'4""",295,2001-10-13T00:00:00,Clemson,2,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,5,,ATL,2024,2,35,False,,,,,,2
25041,WAS,95,Jer'Zhan,Newton,DT,Active,"6'2""",295,2002-08-31T00:00:00,Illinois,2,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,12,,WAS,2024,2,36,False,,,,,,35
24952,NE,1,Ja'Lynn,Polk,WR,Active,"6'1""",203,2001-04-11T00:00:00,Washington,2,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,14,526.0,NE,2024,2,37,False,120694,1213881,,Ja'Lynn Polk,Ja'Lynn Polk,21
25031,TEN,93,T'Vondre,Sweat,NT,Active,"6'4""",366,2001-07-11T00:00:00,Texas,2,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,10,,TEN,2024,2,38,False,,,,,,34
25218,LAR,55,Braden,Fiske,DE,Active,"6'4""",291,2000-01-18T00:00:00,Florida State,2,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,8,,LAR,2024,2,39,False,,,,,,32
24968,PHI,33,Cooper,DeJean,DB,Active,"6'0""",198,2003-02-09T00:00:00,Iowa,2,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,9,,PHI,2024,2,40,False,,,,,,26
25007,NO,4,Kool-Aid,McKinstry,CB,Active,"5'11""",199,2002-09-30T00:00:00,Alabama,2,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,11,,NO,2024,2,41,False,,,,,,22
24963,HOU,4,Kamari,Lassiter,CB,Active,"6'0""",180,2003-01-23T00:00:00,Georgia,2,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,6,,HOU,2024,2,42,False,,,,,,13
25165,ARI,16,Max,Melton,CB,Active,"5'11""",187,2002-04-15T00:00:00,Rutgers,2,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,8,,ARI,2024,2,43,False,,,,,,1
24951,LV,58,Jackson,Powers-Johnson,G,Active,"6'3""",325,2003-01-23T00:00:00,Oregon,2,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,8,,LV,2024,2,44,False,,,,,,25
25021,GB,56,Edgerrin,Cooper,LB,Active,"6'2""",229,2001-11-17T00:00:00,Texas A&M,2,LB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,5,,GB,2024,2,45,False,,,,,,12
24944,CAR,24,Jonathon,Brooks,RB,Physically Unable to Perform,"6'0""",207,2003-07-21T00:00:00,Texas,2,RB,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,14,497.0,CAR,2024,2,46,False,158968,1326601,Out,Jonathon Brooks,Jonathon Brooks,5
25026,NYG,27,Tyler,Nubin,S,Active,"6'2""",210,2001-06-14T00:00:00,Minnesota,2,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,14,,NYG,2024,2,47,False,,,,,,23
24945,JAX,94,Maason,Smith,DT,Physically Unable to Perform,"6'5""",306,2002-10-13T00:00:00,LSU,2,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,8,,JAX,2024,2,48,False,,,Out,,,15
25012,CIN,90,Kris,Jenkins Jr.,DT,Active,"6'3""",310,2001-10-10T00:00:00,Michigan,2,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,10,,CIN,2024,2,49,False,,,,,,7
25147,WAS,0,Mike,Sainristil,CB,Active,"5'10""",182,2000-10-03T00:00:00,Michigan,2,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,12,,WAS,2024,2,50,False,,,,,,35
24996,PIT,54,Zach,Frazier,C,Active,"6'3""",310,2001-08-29T00:00:00,West Virginia,2,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,5,,PIT,2024,2,51,False,,,,,,28
24954,IND,10,Adonai,Mitchell,WR,Active,"6'2""",205,2002-10-08T00:00:00,Texas,2,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,11,274.0,IND,2024,2,52,False,151789,1285908,,Adonai Mitchell,Adonai Mitchell,14
24985,WAS,82,Ben,Sinnott,TE,Active,"6'4""",247,2002-06-14T00:00:00,Kansas State,2,TE,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,12,324.0,WAS,2024,2,53,False,137265,1228920,,Ben Sinnott,Ben Sinnott,35
24975,CLE,51,Mike,Hall Jr.,DT,Physically Unable to Perform,"6'3""",300,2003-06-13T00:00:00,Ohio State,2,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,9,,CLE,2024,2,54,False,,,Out,,,8
24995,MIA,52,Patrick,Paul,OT,Active,"6'7""",326,2001-11-01T00:00:00,Houston,2,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,12,,MIA,2024,2,55,False,,,,,,19
25179,DAL,94,Marshawn,Kneeland,DE,Active,"6'3""",268,2001-07-08T00:00:00,Western Michigan,2,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,10,,DAL,2024,2,56,False,,,,,,9
24988,TB,43,Chris,Braswell,OLB,Active,"6'3""",255,2001-10-25T00:00:00,Alabama,2,LB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,9,,TB,2024,2,57,False,,,,,,33
24959,GB,20,Javon,Bullard,S,Active,"5'10""",198,2002-09-05T00:00:00,Georgia,2,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,5,,GB,2024,2,58,False,,,,,,12
24972,HOU,57,Blake,Fisher,OT,Active,"6'6""",312,2003-03-25T00:00:00,Notre Dame,2,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,6,,HOU,2024,2,59,False,,,,,,13
24941,BUF,24,Cole,Bishop,S,Active,"6'2""",207,2002-10-24T00:00:00,Utah,2,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,7,,BUF,2024,2,60,False,,,,,,4
24950,DET,9,Ennis,Rakestraw Jr.,CB,Active,"5'11""",188,2002-06-05T00:00:00,Missouri,2,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,8,,DET,2024,2,61,False,,,,,,11
24948,BAL,70,Roger,Rosengarten,OT,Active,"6'5""",316,2002-06-03T00:00:00,Washington,2,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,7,,BAL,2024,2,62,False,,,,,,3
24937,KC,76,Kingsley,Suamataia,OT,Active,"6'4""",326,2003-01-18T00:00:00,Brigham Young,2,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,10,,KC,2024,2,63,False,,,,,,16
25192,SF,0,Renardo,Green,CB,Active,"6'0""",186,2000-11-09T00:00:00,Florida State,2,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,14,,SF,2024,2,64,False,,,,,,31
24979,NYJ,6,Malachi,Corley,WR,Active,"5'11""",215,2002-03-21T00:00:00,Western Kentucky,2,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,9,389.0,NYJ,2024,3,65,False,128913,1215291,,Malachi Corley,Malachi Corley,24
24292,ARI,33,Trey,Benson,RB,Active,"6'0""",220,2002-07-23T00:00:00,Florida State,2,RB,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,8,146.0,ARI,2024,3,66,False,142042,1248031,,Trey Benson,Trey Benson,1
25212,WAS,74,Brandon,Coleman,OT,Active,"6'6""",320,2000-10-12T00:00:00,TCU,4,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,12,,WAS,2024,3,67,False,,,,,,35
25242,NE,70,Caedan,Wallace,OT,Active,"6'5""",314,2000-04-18T00:00:00,Penn State,2,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,14,,NE,2024,3,68,False,,,,,,21
24966,LAC,25,Junior,Colson,LB,Active,"6'3""",247,2002-12-06T00:00:00,Michigan,2,LB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,12,,LAC,2024,3,69,False,,,,,,29
25157,NYG,22,Dru,Phillips,CB,Active,"5'11""",180,2001-11-30T00:00:00,Kentucky,2,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,14,,NYG,2024,3,70,False,,,,,,23
25115,ARI,74,Isaiah,Adams,G,Active,"6'4""",315,2000-07-21T00:00:00,Illinois,2,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,8,,ARI,2024,3,71,False,,,,,,1
24929,CAR,32,Trevin,Wallace,LB,Active,"6'1""",244,2003-02-22T00:00:00,Kentucky,2,LB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,14,,CAR,2024,3,72,False,,,,,,5
24998,DAL,56,Cooper,Beebe,C,Active,"6'4""",335,2001-05-19T00:00:00,Kansas State,2,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,10,,DAL,2024,3,73,False,,,,,,9
25033,ATL,48,Bralen,Trice,OLB,Active,"6'4""",274,2001-02-26T00:00:00,Washington,2,LB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,5,,ATL,2024,3,74,False,,,,,,2
24938,CHI,72,Kiran,Amegadjie,OT,Active,"6'5""",326,2002-02-01T00:00:00,Yale,2,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,5,,CHI,2024,3,75,False,,,,,,6
24970,DEN,52,Jonah,Elliss,OLB,Active,"6'2""",246,2003-04-03T00:00:00,Utah,2,LB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,12,,DEN,2024,3,76,False,,,,,,10
25257,LV,71,DJ,Glaze,OT,Active,"6'4""",331,2002-08-04T00:00:00,Maryland,2,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,8,,LV,2024,3,77,False,,,,,,25
24961,HOU,2,Calen,Bullock,S,Active,"6'3""",190,2003-04-30T00:00:00,USC,2,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,6,,HOU,2024,3,78,False,,,,,,13
25259,IND,71,Matt,Goncalves,OT,Active,"6'6""",317,2001-01-26T00:00:00,Pittsburgh,2,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,11,,IND,2024,3,79,False,,,,,,14
23158,CIN,81,Jermaine,Burton,WR,Active,"6'0""",204,2001-06-28T00:00:00,Alabama,2,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,10,349.0,CIN,2024,3,80,False,133484,1218631,,Jermaine Burton,Jermaine Burton,7
25183,SEA,64,Christian,Haynes,G,Active,"6'2""",318,2000-04-13T00:00:00,Connecticut,2,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,8,,SEA,2024,3,81,False,,,,,,30
25141,ARI,87,Tip,Reiman,TE,Active,"6'5""",271,2001-09-17T00:00:00,Illinois,2,TE,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,8,898.0,ARI,2024,3,82,False,137990,1229489,,Tip Reiman,Tip Reiman,1
24116,LAR,22,Blake,Corum,RB,Active,"5'8""",210,2000-11-25T00:00:00,Michigan,2,RB,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,8,198.0,LAR,2024,3,83,False,137967,1229540,,Blake Corum,Blake Corum,32
25039,PIT,10,Roman,Wilson,WR,Active,"5'10""",186,2001-06-19T00:00:00,Michigan,2,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,5,281.0,PIT,2024,3,84,False,138037,1229669,,Roman Wilson,Roman Wilson,28
25241,CLE,70,Zak,Zinter,G,Active,"6'6""",310,2001-04-17T00:00:00,Michigan,2,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,9,,CLE,2024,3,85,False,,,,,,8
25019,SF,77,Dominick,Puni,G,Active,"6'5""",313,2000-02-24T00:00:00,Kansas,2,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,14,,SF,2024,3,86,False,,,,,,31
25245,DAL,35,Marist,Liufau,LB,Active,"6'2""",239,2001-02-09T00:00:00,Notre Dame,2,LB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,10,,DAL,2024,3,87,False,,,,,,9
23211,GB,32,MarShawn,Lloyd,RB,Active,"5'9""",220,2001-01-05T00:00:00,USC,2,RB,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,5,196.0,GB,2024,3,88,False,119697,1213414,,MarShawn Lloyd,MarShawn Lloyd,12
25143,TB,23,Tykee,Smith,S,Active,"5'10""",202,2001-02-18T00:00:00,Georgia,2,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,9,,TB,2024,3,89,False,,,,,,33
25173,ARI,28,Elijah,Jones,CB,Active,"6'1""",185,2000-01-08T00:00:00,Boston College,2,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,8,,ARI,2024,3,90,False,,,,,,1
25249,GB,59,Ty'Ron,Hopper,LB,Active,"6'2""",228,2001-04-26T00:00:00,Missouri,2,LB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,5,,GB,2024,3,91,False,,,,,,12
25098,TB,15,Jalen,McMillan,WR,Active,"6'1""",192,2001-12-07T00:00:00,Washington,2,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,9,170.0,TB,2024,3,92,False,120042,1213726,,Jalen McMillan,Jalen McMillan,33
25162,BAL,50,Adisa,Isaac,OLB,Active,"6'4""",253,2001-10-04T00:00:00,Penn State,2,LB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,7,,BAL,2024,3,93,False,,,,,,3
25160,PHI,58,Jalyx,Hunt,OLB,Active,"6'3""",252,2001-03-13T00:00:00,Houston Christian,2,LB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,9,,PHI,2024,3,94,False,,,,,,26
25238,BUF,90,DeWayne,Carter,DT,Active,"6'3""",305,2000-12-10T00:00:00,Duke,2,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,7,,BUF,2024,3,95,False,,,,,,4
25172,JAX,22,Jarrian,Jones,CB,Active,"5'11""",190,2001-05-08T00:00:00,Florida State,2,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,8,,JAX,2024,3,96,False,,,,,,15
25167,CIN,93,McKinnley,Jackson,DT,Active,"6'2""",330,2001-12-26T00:00:00,Texas A&M,2,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,10,,CIN,2024,3,97,False,,,,,,7
25035,PIT,41,Payton,Wilson,LB,Active,"6'4""",242,2000-04-21T00:00:00,North Carolina State,2,LB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,5,,PIT,2024,3,98,False,,,,,,28
25027,LAR,26,Kamren,Kinchens,S,Active,"5'11""",207,2002-09-29T00:00:00,Miami (FL),2,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,8,,LAR,2024,3,99,False,,,,,,32
24987,WAS,11,Luke,McCaffrey,WR,Active,"6'2""",198,2001-04-02T00:00:00,Rice,2,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,12,346.0,WAS,2024,3,100,False,103547,1164846,,Luke McCaffrey,Luke McCaffrey,35
