SeasonType,Season,Team,PointsAllowed,TouchdownsScored,Sacks,SackYards,FumblesForced,FumblesRecovered,FumbleReturnTouchdowns,Interceptions,InterceptionReturnTouchdowns,BlockedKicks,Safeties,PuntReturnTouchdowns,KickReturnTouchdowns,BlockedKickReturnTouchdowns,FieldGoalReturnTouchdowns,Games,QuarterbackHits,TacklesForLoss,DefensiveTouchdowns,SpecialTeamsTouchdowns,FantasyPoints,PointsAllowedByDefenseSpecialTeams,AuctionValue,AuctionValuePPR,TwoPointConversionReturns,FantasyPointsFanDuel,FantasyPointsDraftKings,PlayerID,AverageDraftPosition,AverageDraftPositionPPR,TeamID,AverageDraftPositionDynasty,AverageDraftPosition2QB
1,2024,IND,415.0,3.7,46.9,315.0,17.0,10.1,0.9,12.5,1.8,2.0,1.0,0.4,0.4,0.0,0.0,17,108.0,94.0,2.7,1,114.0,405.0,1,1,0.0,118.0,118.0,14,272.0,224.0,14,,
1,2024,WAS,518.0,2.2,44.0,170.0,9.0,10.2,0.9,12.0,1.3,1.0,0.0,0.0,0.0,0.0,0.0,17,84.0,86.0,2.2,0,101.0,486.0,0,0,0.0,103.0,103.0,97,280.0,239.0,35,,
1,2024,NYG,407.0,3.2,41.9,259.0,19.0,11.0,0.9,12.0,1.3,1.0,0.0,0.54,0.54,0.0,0.0,17,83.0,76.0,2.2,1,107.0,395.0,0,0,0.0,109.0,109.0,75,286.0,258.0,23,,
1,2024,NE,366.0,3.7,37.9,248.0,15.0,9.7,0.9,12.3,1.8,1.0,1.0,0.53,0.53,0.0,0.0,17,78.0,80.0,2.7,1,106.0,334.0,0,0,0.0,108.0,108.0,21,301.0,248.0,21,,165.1
1,2024,DEN,413.0,3.5,40.3,330.0,19.0,11.1,0.9,11.7,1.6,1.0,1.0,0.59,0.59,0.0,0.0,17,100.0,71.0,2.5,1,110.0,399.0,0,0,0.0,112.0,112.0,49,303.0,242.0,10,,151.5
1,2024,GB,350.0,2.4,43.1,288.0,11.0,9.7,0.9,12.9,1.5,2.0,0.0,0.0,0.0,0.0,0.0,17,108.0,76.0,2.4,0,102.0,350.0,0,0,0.0,106.0,106.0,12,307.0,215.0,12,,155.4
1,2024,MIN,362.0,2.2,42.9,302.0,22.0,10.1,0.9,12.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,17,91.0,70.0,2.2,0,101.0,354.0,1,0,0.0,101.0,101.0,67,309.0,250.0,20,,
1,2024,ATL,373.0,2.2,44.6,258.0,19.0,9.1,0.9,12.5,1.3,0.0,1.0,0.0,0.0,0.0,0.0,17,98.0,83.0,2.2,0,103.0,363.0,0,0,0.0,103.0,103.0,2,312.0,233.0,2,,
1,2024,TEN,367.0,2.0,42.3,315.0,12.0,9.5,0.8,12.0,1.2,1.0,0.0,0.0,0.0,0.0,0.0,17,84.0,90.0,2.0,0,97.0,355.0,0,0,0.0,99.0,99.0,34,324.0,259.0,34,,
1,2024,LAC,398.0,3.2,44.3,334.0,15.0,10.8,0.9,12.0,1.3,0.0,0.0,0.57,0.57,0.0,0.0,17,88.0,82.0,2.2,1,109.0,380.0,0,0,0.0,109.0,109.0,84,332.0,228.0,29,,
1,2024,JAX,371.0,2.6,42.2,279.0,12.0,10.8,1.0,12.6,1.6,0.0,0.0,0.0,0.0,0.0,0.0,17,107.0,73.0,2.6,0,105.0,365.0,0,0,0.0,105.0,105.0,52,348.0,256.0,15,,
1,2024,LAR,377.0,2.0,40.6,267.0,8.0,8.4,0.8,12.7,1.2,0.0,2.0,0.0,0.0,0.0,0.0,17,91.0,75.0,2.0,0,99.0,369.0,0,0,0.0,99.0,99.0,32,360.0,263.0,32,,148.6
1,2024,ARI,455.0,2.0,39.3,233.0,6.0,9.7,0.8,12.1,1.2,0.0,0.0,0.0,0.0,0.0,0.0,17,59.0,76.0,2.0,0,94.0,437.0,0,0,0.0,94.0,94.0,1,390.0,286.0,1,,155.8
1,2024,CAR,416.0,3.1,39.2,193.0,5.0,8.2,0.8,12.0,1.3,0.0,0.0,0.46,0.46,0.0,0.0,17,74.0,75.0,2.1,1,98.0,386.0,0,0,0.0,98.0,98.0,5,529.0,363.0,5,,
