PlayerID,Team,Number,FirstName,LastName,Position,Status,Height,Weight,BirthDate,College,Experience,FantasyPosition,PositionCategory,PhotoUrl,ByeWeek,AverageDraftPosition,CollegeDraftTeam,CollegeDraftYear,CollegeDraftRound,CollegeDraftPick,IsUndraftedFreeAgent,FanDuelPlayerID,DraftKingsPlayerID,InjuryStatus,FanDuelName,DraftKingsName,TeamID
4314,,,Tom,Brady,QB,Inactive,"6'4""",225,1977-08-03T00:00:00,Michigan,23,QB,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/4314.png,,,NE,2000,6,199,False,6498,25347,,Tom Brady,Tom Brady,
7651,,,Matthew,Slater,WR,Inactive,"6'0""",205,1985-09-09T00:00:00,UCLA,17,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/7651.png,,,NE,2008,5,153,False,7856,234403,,Matthew Slater,Matthew Slater,
8358,,,Brian,Hoyer,QB,Inactive,"6'2""",215,1985-10-13T00:00:00,Michigan State,15,QB,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/8358.png,13,,NE,2009,,,True,7872,264725,,Brian Hoyer,Brian Hoyer,
8433,,,Kevin,Huber,P,Inactive,"6'1""",210,1985-07-16T00:00:00,Cincinnati,14,P,ST,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/8433.png,,,CIN,2009,5,142,False,,,,,,
8750,,,Ryan,Succop,K,Inactive,"6'2""",218,1986-09-19T00:00:00,South Carolina,15,K,ST,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/8750.png,,,KC,2009,7,256,False,6767,296494,,Ryan Succop,Ryan Succop,
8920,,,Jason,Peters,OT,Inactive,"6'4""",328,1982-01-22T00:00:00,Arkansas,21,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/8920.png,10,,BUF,2004,,,True,,,,,,
9902,,,Chase,Daniel,QB,Inactive,"6'0""",229,1986-10-07T00:00:00,Missouri,14,QB,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/9902.png,,,WAS,2009,,,True,8803,300101,,Chase Daniel,Chase Daniel,
10067,,,Brett,Kern,P,Inactive,"6'2""",214,1986-02-17T00:00:00,Toledo,16,P,ST,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/10067.png,,,DEN,2008,,,True,,248214,,,Brett Kern,
10978,,,Devin,McCourty,DB,Inactive,"5'10""",195,1987-08-13T00:00:00,Rutgers,14,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/10978.png,,,NE,2010,1,27,False,,300592,,,Devin McCourty,
11023,,,Carlos,Dunlap,DE,Inactive,"6'6""",277,1989-02-28T00:00:00,Florida,14,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/11023.png,,,CIN,2010,2,54,False,,,,,,
11047,,,Colt,McCoy,QB,Inactive,"6'1""",212,1986-09-05T00:00:00,Texas,14,QB,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/11047.png,,,CLE,2010,3,85,False,11500,306296,,Colt McCoy,Colt McCoy,
11105,,,Kareem,Jackson,S,Inactive,"5'10""",196,1988-04-10T00:00:00,Alabama,15,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/11105.png,12,,HOU,2010,1,20,False,,,,,,
11132,,,Jerry,Hughes,DE,Inactive,"6'2""",254,1988-08-13T00:00:00,TCU,15,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/11132.png,14,,IND,2010,1,31,False,,,,,,
11151,,,Tyson,Alualu,DL,Inactive,"6'3""",304,1987-05-12T00:00:00,California,14,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/11151.png,,,JAX,2010,1,10,False,,,,,Tyson Alualu,
11241,,,Jared,Veldheer,OT,Inactive,"6'8""",321,1987-06-14T00:00:00,Hillsdale (MI),12,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/11241.png,,,LV,2010,3,69,False,,,,,,
11302,,,Linval,Joseph,DT,Inactive,"6'4""",328,1988-10-10T00:00:00,East Carolina,16,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/11302.png,7,,NYG,2010,2,46,False,,402468,,,Linval Joseph,
11315,,,Brandon,Graham,DE,Inactive,"6'2""",265,1988-04-03T00:00:00,Michigan,15,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/11315.png,5,,PHI,2010,1,13,False,,336730,,,Brandon Graham,
11382,,,Ndamukong,Suh,NT,Inactive,"6'4""",307,1987-01-06T00:00:00,Nebraska,14,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/11382.png,,,DET,2010,1,2,False,,,,,,
11437,,,Corey,Peters,DT,Inactive,"6'3""",335,1988-06-08T00:00:00,Kentucky,14,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/11437.png,,,ATL,2010,3,83,False,,,,,,
11488,,,Jimmy,Graham,TE,Inactive,"6'7""",265,1986-11-24T00:00:00,Miami (FL),14,TE,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/11488.png,,,NO,2010,3,95,False,11512,295918,,Jimmy Graham,Jimmy Graham,
11545,,,Rodger,Saffold,G,Inactive,"6'4""",323,1988-06-06T00:00:00,Indiana,14,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/11545.png,,,LAR,2010,2,33,False,,,,,,
11565,,,Andre,Roberts,WR,Inactive,"5'11""",195,1988-01-09T00:00:00,The Citadel,14,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/11565.png,,,ARI,2010,3,88,False,11504,329031,,Andre Roberts,Andre Roberts,
12247,,,Jason,Pierre-Paul,LB,Inactive,"6'5""",270,1989-01-01T00:00:00,South Florida,14,LB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/12247.png,,,NYG,2010,1,15,False,,,,,,
12330,,,Clark,Harris,LS,Inactive,"6'5""",250,1984-07-10T00:00:00,Rutgers,15,LS,ST,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/12330.png,,,GB,2007,7,243,False,9409,216309,,Clark Harris,Clark Harris,
12450,,,Al,Woods,DL,Inactive,"6'4""",309,1987-03-25T00:00:00,LSU,14,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/12450.png,,,NO,2010,4,123,False,,,,,,
12707,,,Jason,Kelce,C,Inactive,"6'3""",295,1987-11-05T00:00:00,Cincinnati,13,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/12707.png,,,PHI,2011,6,191,False,,,,,,
12764,,,Marcus,Cannon,OL,Inactive,"6'6""",335,1988-05-06T00:00:00,TCU,12,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/12764.png,,,NE,2011,5,138,False,,,,,,
12815,,,Josh,Bynes,ILB,Inactive,"6'1""",235,1989-08-24T00:00:00,Auburn,12,LB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/12815.png,,,BAL,2011,,,True,,,,,,
12845,,,A.J.,Green,WR,Inactive,"6'4""",207,1988-07-31T00:00:00,Georgia,13,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/12845.png,,,CIN,2011,1,4,False,14187,458093,,A.J. Green,A.J. Green,
12955,,,J.J.,Watt,DE,Inactive,"6'5""",288,1989-03-22T00:00:00,Wisconsin,12,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/12955.png,,,HOU,2011,1,11,False,,403362,,,J.J. Watt,
12982,,,Blaine,Gabbert,QB,Inactive,"6'5""",235,1989-10-15T00:00:00,Missouri,13,QB,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/12982.png,,,JAX,2011,1,10,False,14194,463393,,Blaine Gabbert,Blaine Gabbert,
13018,,,Chris,Harris Jr.,S,Inactive,"5'10""",190,1989-06-18T00:00:00,Kansas,13,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13018.png,,,DEN,2011,,,True,,,,,,
13031,,,Jonathan,Baldwin,WR,Inactive,"6'4""",230,1989-08-10T00:00:00,Pittsburgh,3,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,5,,KC,2011,1,26,False,,,,,,
13036,,,Justin,Houston,OLB,Inactive,"6'3""",270,1989-01-12T00:00:00,Georgia,13,LB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13036.png,,,KC,2011,3,70,False,,,,,,
13037,,,Rodney,Hudson,OL,Inactive,"6'2""",315,1989-07-12T00:00:00,Florida State,13,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13037.png,,,KC,2011,2,55,False,,,,,,
13063,,,Taiwan,Jones,RB,Inactive,"6'0""",195,1988-07-26T00:00:00,Eastern Washington,13,RB,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13063.png,,,LV,2011,4,125,False,14319,386116,,Taiwan Jones,Taiwan Jones,
13129,,,Tyron,Smith,OL,Inactive,"6'5""",320,1990-12-12T00:00:00,USC,14,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13129.png,12,,DAL,2011,1,9,False,,,,,,
13181,,,Mario,Addison,DE,Inactive,"6'3""",260,1987-09-06T00:00:00,Troy,13,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13181.png,,,CHI,2011,,,True,,,,,Mario Addison,
13227,,,Randall,Cobb,WR,Inactive,"5'10""",192,1990-08-22T00:00:00,Kentucky,14,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13227.png,,,GB,2011,2,64,False,14257,465949,,Randall Cobb,Randall Cobb,
13250,,,DJ,Williams,TE,Inactive,"6'2""",225,1988-09-10T00:00:00,Arkansas,4,TE,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,11,,GB,2011,5,141,False,,406274,,,,
13275,,,Kyle,Rudolph,TE,Inactive,"6'6""",258,1989-11-09T00:00:00,Notre Dame,13,TE,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13275.png,,,MIN,2011,2,43,False,14237,469472,,Kyle Rudolph,Kyle Rudolph,
13291,,,Julio,Jones,WR,Inactive,"6'3""",220,1989-02-08T00:00:00,Alabama,14,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13291.png,,556.0,ATL,2011,1,6,False,14190,456614,,Julio Jones,Julio Jones,
13337,,,Mark,Ingram II,RB,Inactive,"5'9""",215,1989-12-21T00:00:00,Alabama,13,RB,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13337.png,,,NO,2011,1,28,False,14211,456613,,Mark Ingram II,Mark Ingram II,
13388,,,Jake,McQuaide,LS,Inactive,"6'2""",247,1987-12-07T00:00:00,Ohio State,14,LS,ST,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13388.png,6,,LAR,2011,,,True,,353437,,,Jake McQuaide,
13393,,,Robert,Quinn,DE,Inactive,"6'4""",264,1990-05-18T00:00:00,North Carolina,13,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13393.png,,,LAR,2011,1,14,False,,463653,,,Robert Quinn,
13415,,,Patrick,Peterson,CB,Inactive,"6'1""",203,1990-07-11T00:00:00,LSU,14,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13415.png,6,,ARI,2011,1,5,False,,465739,,,Patrick Peterson,
13721,,,Fletcher,Cox,DT,Inactive,"6'4""",310,1990-12-13T00:00:00,Mississippi State,13,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13721.png,,,PHI,2012,1,12,False,,512216,,,Fletcher Cox,
13722,,,Vinny,Curry,DL,Inactive,"6'3""",279,1988-06-30T00:00:00,Marshall,12,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13722.png,,,PHI,2012,2,59,False,,,,,Vinny Curry,
13723,,,Nick,Foles,QB,Inactive,"6'6""",243,1989-01-20T00:00:00,Arizona,12,QB,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13723.png,,,PHI,2012,3,88,False,22027,403189,,Nick Foles,Nick Foles,
13730,,,Dennis,Kelly,OT,Inactive,"6'8""",321,1990-01-16T00:00:00,Purdue,12,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13730.png,,,PHI,2012,5,153,False,,,,,,
13741,,,Brandon,Bolden,RB,Inactive,"5'11""",220,1990-01-26T00:00:00,Mississippi,12,RB,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13741.png,,,NE,2012,,,True,22898,465752,,Brandon Bolden,Brandon Bolden,
13749,,,Chandler,Jones,DE,Inactive,"6'5""",265,1990-02-27T00:00:00,Syracuse,12,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13749.png,,,NE,2012,1,21,False,,465583,,,Chandler Jones,
13761,,,Stephon,Gilmore,CB,Inactive,"6'0""",190,1990-09-19T00:00:00,South Carolina,13,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13761.png,6,,BUF,2012,1,10,False,,494377,,,Stephon Gilmore,
13799,,,Ryan,Tannehill,QB,Inactive,"6'4""",217,1988-07-27T00:00:00,Texas A&M,13,QB,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13799.png,,957.0,MIA,2012,1,8,False,21948,380960,,Ryan Tannehill,Ryan Tannehill,
13870,,,Marvin,Jones Jr.,WR,Inactive,"6'2""",199,1990-03-12T00:00:00,California,12,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13870.png,,,CIN,2012,5,166,False,22103,461620,,Marvin Jones Jr.,Marvin Jones Jr.,
13878,,,Mohamed,Sanu,WR,Inactive,"6'2""",210,1989-08-22T00:00:00,Rutgers,11,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13878.png,,,CIN,2012,3,83,False,22018,494313,,Mohamed Sanu Sr.,Mohamed Sanu Sr.,
13894,,,Tashaun,Gipson Sr.,S,Inactive,"6'1""",212,1990-08-07T00:00:00,Wyoming,13,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13894.png,9,,CLE,2012,,,True,,,,,Tashaun Gipson,
13961,,,Randy,Bullock,K,Inactive,"5'9""",210,1989-12-16T00:00:00,Texas A&M,13,K,ST,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13961.png,,,HOU,2012,5,161,False,22100,469127,,Randy Bullock,Randy Bullock,
13969,,,Ben,Jones,C,Inactive,"6'3""",308,1989-07-02T00:00:00,Georgia,12,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13969.png,,,HOU,2012,4,99,False,,,,,,
14005,,,T.Y.,Hilton,WR,Inactive,"5'10""",183,1989-11-14T00:00:00,Florida International,12,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14005.png,,,IND,2012,3,92,False,22031,468655,,T.Y. Hilton,T.Y. Hilton,
14010,,,Matt,Overton,LS,Inactive,"6'0""",248,1985-07-06T00:00:00,Western Washington,11,LS,ST,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14010.png,6,,SEA,2010,,,True,,,,,,
14037,,,Julian,Stanford,LB,Inactive,"6'1""",230,1990-09-02T00:00:00,Wagner,9,LB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14037.png,,,JAX,2012,,,True,,,,,,
14128,,,Melvin,Ingram,LB,Inactive,"6'2""",250,1989-04-26T00:00:00,South Carolina,12,LB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14128.png,,,LAC,2012,1,18,False,,406454,,,Melvin Ingram,
14141,,,Cole,Beasley,WR,Inactive,"5'8""",177,1989-04-26T00:00:00,Southern Methodist,12,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14141.png,,,DAL,2012,,,True,22288,460830,,Cole Beasley,Cole Beasley,
14222,,,Riley,Reiff,OL,Inactive,"6'6""",310,1988-12-01T00:00:00,Iowa,13,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14222.png,,,DET,2012,1,23,False,,,,,,
14285,,,Casey,Hayward,CB,Inactive,"5'11""",192,1989-09-09T00:00:00,Vanderbilt,12,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14285.png,,,GB,2012,2,62,False,,465924,,,Casey Hayward,
14340,,,Josh,Norman,CB,Inactive,"6'0""",200,1987-12-15T00:00:00,Coastal Carolina,11,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14340.png,,,CAR,2012,5,143,False,,,,,,
14358,,,Akiem,Hicks,DL,Inactive,"6'5""",324,1989-11-16T00:00:00,Regina (Canada),12,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14358.png,,,NO,2012,3,89,False,,,,,,
14397,,,Michael,Brockers,DL,Inactive,"6'5""",297,1990-12-21T00:00:00,LSU,12,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14397.png,,,LAR,2012,1,14,False,,,,,,
14412,,,Janoris,Jenkins,CB,Inactive,"5'10""",190,1988-10-29T00:00:00,North Alabama,11,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14412.png,,,LAR,2012,2,39,False,,,,,,
14419,,,Rodney,McLeod Jr.,S,Inactive,"5'10""",185,1990-06-23T00:00:00,Virginia,13,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14419.png,10,,LAR,2012,,,True,,,,,Rodney McLeod,
14469,,,Justin,Bethel,CB,Inactive,"6'0""",195,1990-06-17T00:00:00,Presbyterian,13,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14469.png,,,ARI,2012,6,177,False,,,,,,
14583,,,Bruce,Irvin,DL,Inactive,"6'3""",258,1987-11-01T00:00:00,West Virginia,12,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14583.png,,,SEA,2012,1,15,False,,,,,Bruce Irvin,
14587,,,Josh,Gordon,WR,Inactive,"6'3""",224,1991-04-13T00:00:00,Baylor,7,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14587.png,,,CLE,2012,2,,True,23194,503496,,Josh Gordon,Josh Gordon,
14688,,,Justin,Tucker,K,Inactive,"6'1""",191,1989-11-21T00:00:00,Texas,14,K,ST,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14688.png,14,313.0,BAL,2012,,,True,23045,448132,Out,Justin Tucker,Justin Tucker,
14697,,,Greg,Zuerlein,K,Inactive,"6'0""",195,1987-12-27T00:00:00,Missouri Western State,14,K,ST,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14697.png,12,846.0,LAR,2012,6,171,False,22109,558684,,Greg Zuerlein,Greg Zuerlein,
14705,,,Ty,Nsekhe,OT,Inactive,"6'8""",325,1985-10-27T00:00:00,Texas State,11,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14705.png,6,,IND,2012,,,True,,,,,,
14743,,,Lawrence,Guy Sr.,DT,Inactive,"6'4""",315,1990-03-17T00:00:00,Arizona State,15,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14743.png,12,,GB,2011,7,233,False,,,,,Lawrence Guy,
14791,,,Tom,Compton,OL,Inactive,"6'5""",315,1989-05-10T00:00:00,South Dakota,11,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14791.png,,,WAS,2012,6,193,False,,,,,,
14854,,,Brad,Wing,P,Inactive,"6'2""",205,1991-01-27T00:00:00,LSU,5,P,ST,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14854.png,,,PHI,2013,,,True,,,,,,
14855,,,Matt,Barkley,QB,Inactive,"6'2""",227,1990-09-08T00:00:00,USC,11,QB,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14855.png,,536.0,PHI,2013,4,98,False,29605,494493,,Matt Barkley,Matt Barkley,
14860,,,Jordan,Poyer,S,Inactive,"6'0""",191,1991-04-25T00:00:00,Oregon State,12,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14860.png,6,,PHI,2013,7,218,False,,498183,,,Jordan Poyer,
14865,,,Marquise,Goodwin,WR,Inactive,"5'9""",185,1990-11-19T00:00:00,Texas,11,WR,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14865.png,,816.0,BUF,2013,3,78,False,32243,507478,,Marquise Goodwin,Marquise Goodwin,
14885,,,Jamie,Collins Sr.,LB,Inactive,"6'3""",255,1989-10-20T00:00:00,Southern Mississipi,10,LB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14885.png,,,NE,2013,2,52,False,,,,,,
14887,,,Duron,Harmon,S,Inactive,"6'0""",205,1991-01-24T00:00:00,Rutgers,11,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14887.png,,,NE,2013,3,91,False,,,,,Duron Harmon,
14888,,,Logan,Ryan,S,Inactive,"5'11""",195,1991-02-09T00:00:00,Rutgers,11,DB,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14888.png,,,NE,2013,3,83,False,,,,,Logan Ryan,
14890,,,Oday,Aboushi,G,Inactive,"6'5""",315,1991-06-05T00:00:00,Virginia,11,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14890.png,,,NYJ,2013,5,141,False,,,,,,
14900,,,Ryan,Jensen,C,Inactive,"6'4""",319,1991-05-27T00:00:00,Colorado State-Pueblo,11,OL,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14900.png,,,BAL,2013,6,203,False,,,,,,
14906,,,Brandon,Williams,NT,Inactive,"6'1""",336,1989-02-21T00:00:00,Missouri Southern State,11,DL,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14906.png,,,BAL,2013,3,94,False,,,,,,
14916,,,Giovani,Bernard,RB,Inactive,"5'9""",205,1991-11-22T00:00:00,North Carolina,11,RB,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14916.png,,,CIN,2013,2,37,False,25290,546076,,Giovani Bernard,Giovani Bernard,
14917,,,Rex,Burkhead,RB,Inactive,"5'10""",215,1990-07-02T00:00:00,Nebraska,11,RB,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14917.png,,,CIN,2013,6,190,False,27338,498760,,Rex Burkhead,Rex Burkhead,
